Nombre espacio, Area(m2)
"P02_E01", 64.00
Horario Funcionamiento Equipo, Funcionamiento Real Equipo, Transmisión Muros Exteriores(W/m2 del espacio), Transmisión Muros Interiores(W/m2 del espacio), Transmisión Cubiertas(W/m2 del espacio), Transmisión Suelos(W/m2 del espacio), Transmisión Puentes Térmicos(W/m2 del espacio), Transmisión Ventanas(W/m2 del espacio), Radiación Ventanas(W/m2 del espacio), Fuentes internas(W/m2 del espacio), Carga de ventilación e infiltración(W/m2 del espacio), Energia Almacenada Aire(W/m2 del espacio), Carga Total(W/m2 del espacio), Temperatura aire (ºC)
1, 0, 1.631, 2.075, 0.000, 0.000, 0.921, 3.527, 0.794, 3.708, -12.657, 0.000, 0.000, 18.76
1, 0, -0.197, 1.027, 0.000, 0.000, -0.111, -0.424, 0.749, 3.567, -8.414, 3.802, 0.000, 18.50
1, 0, 0.060, 0.968, 0.000, 0.000, 0.033, 0.128, 0.709, 3.485, -7.254, 1.872, 0.000, 18.38
1, 0, 0.119, 0.977, 0.000, 0.000, 0.067, 0.255, 0.671, 3.426, -7.185, 1.671, -0.000, 18.27
1, 0, 0.141, 1.015, 0.000, 0.000, 0.080, 0.304, 0.637, 3.378, -7.465, 1.910, -0.000, 18.14
1, 0, 0.199, 1.017, 0.000, 0.000, 0.112, 0.428, 0.606, 3.338, -7.395, 1.694, -0.000, 18.03
1, 0, 0.222, 1.051, 0.000, 0.000, 0.125, 0.479, 0.577, 3.303, -7.676, 1.918, -0.000, 17.90
1, 1, -3.657, -0.024, 0.000, 0.000, -2.058, -7.884, 0.550, 3.350, -8.981, -31.497, -50.201, 20.00
1, 1, -3.468, 0.027, 0.000, 0.000, -1.953, -7.466, 0.648, 3.328, -8.981, 0.000, -17.865, 20.00
1, 1, -3.180, 0.017, 0.000, 0.000, -1.800, -6.726, 1.614, 3.306, -8.257, 0.000, -15.025, 20.00
1, 1, -2.857, 0.002, 0.000, 0.000, -1.628, -5.707, 3.949, 3.286, -7.539, 0.000, -10.495, 20.00
1, 1, -2.852, 0.012, 0.000, 0.000, -1.621, -5.866, 2.750, 3.268, -7.539, 0.000, -11.849, 20.00
1, 1, -2.683, 0.007, 0.000, 0.000, -1.535, -5.445, 3.413, 3.251, -7.182, 0.000, -10.174, 20.00
1, 1, -2.549, -0.001, 0.000, 0.000, -1.461, -5.114, 3.793, 3.235, -6.827, 0.000, -8.924, 20.00
1, 1, -2.327, -0.002, 0.000, 0.000, -1.339, -4.326, 6.077, 3.220, -6.473, 0.000, -5.170, 20.00
1, 1, -2.340, 0.001, 0.000, 0.000, -1.345, -4.509, 4.884, 3.499, -6.473, 0.000, -6.283, 20.00
1, 1, -2.520, 0.013, 0.000, 0.000, -1.432, -5.162, 2.686, 3.507, -6.827, 0.000, -9.734, 20.00
1, 1, -2.638, 0.029, 0.000, 0.000, -1.490, -5.525, 1.682, 3.510, -7.182, 0.000, -11.615, 20.00
1, 1, -2.655, 0.029, 0.000, 0.000, -1.495, -5.605, 1.276, 4.464, -7.182, 0.000, -11.168, 20.00
1, 1, -2.712, 0.046, 0.000, 0.000, -1.527, -5.747, 1.149, 6.917, -7.539, 0.000, -9.415, 20.00
1, 1, -2.712, 0.046, 0.000, 0.000, -1.526, -5.757, 1.056, 7.131, -7.539, 0.000, -9.302, 20.00
1, 1, -2.770, 0.060, 0.000, 0.000, -1.559, -5.898, 0.981, 7.276, -7.898, 0.000, -9.807, 20.00
1, 1, -2.775, 0.059, 0.000, 0.000, -1.561, -5.915, 0.917, 7.391, -7.898, 0.000, -9.781, 20.00
1, 0, -1.856, 0.269, 0.000, 0.000, -1.044, -3.964, 0.861, 5.689, -7.928, 7.974, -0.000, 19.47
1, 0, -1.112, 0.408, 0.000, 0.000, -0.625, -2.377, 0.810, 3.739, -7.647, 6.803, 0.000, 19.01
1, 0, -0.650, 0.512, 0.000, 0.000, -0.366, -1.392, 0.765, 3.598, -7.787, 5.320, 0.000, 18.66
1, 0, -0.314, 0.560, 0.000, 0.000, -0.176, -0.672, 0.724, 3.515, -7.622, 3.986, 0.000, 18.39
1, 0, -0.107, 0.610, 0.000, 0.000, -0.060, -0.229, 0.686, 3.455, -7.839, 3.483, -0.000, 18.16
1, 0, 0.070, 0.624, 0.000, 0.000, 0.039, 0.150, 0.652, 3.407, -7.723, 2.783, -0.000, 17.98
1, 0, 0.174, 0.650, 0.000, 0.000, 0.098, 0.376, 0.620, 3.366, -7.973, 2.688, 0.000, 17.80
1, 0, 0.283, 0.649, 0.000, 0.000, 0.159, 0.609, 0.591, 3.330, -7.879, 2.258, 0.000, 17.65
1, 1, -4.254, -0.082, 0.000, 0.000, -2.395, -9.181, 0.564, 3.377, -9.711, -35.296, -56.979, 20.00
1, 1, -4.043, -0.046, 0.000, 0.000, -2.277, -8.723, 0.600, 3.354, -9.711, 0.000, -20.846, 20.00
1, 1, -3.833, -0.039, 0.000, 0.000, -2.166, -8.192, 1.194, 3.331, -9.345, 0.000, -19.051, 20.00
1, 1, -3.641, -0.039, 0.000, 0.000, -2.067, -7.677, 1.977, 3.311, -8.981, 0.000, -17.117, 20.00
1, 1, -3.291, -0.052, 0.000, 0.000, -1.886, -6.419, 5.140, 3.292, -8.257, 0.000, -11.473, 20.00
1, 1, -3.152, -0.054, 0.000, 0.000, -1.813, -6.189, 4.975, 3.274, -7.898, 0.000, -10.856, 20.00
1, 1, -3.107, -0.057, 0.000, 0.000, -1.779, -6.282, 3.702, 3.258, -7.539, 0.000, -11.804, 20.00
1, 1, -3.222, -0.043, 0.000, 0.000, -1.829, -6.723, 2.215, 3.243, -7.898, 0.000, -14.255, 20.00
1, 1, -3.281, -0.030, 0.000, 0.000, -1.857, -6.916, 1.738, 3.521, -8.257, 0.000, -15.084, 20.00
1, 1, -3.251, -0.028, 0.000, 0.000, -1.841, -6.850, 1.770, 3.529, -8.257, 0.000, -14.929, 20.00
1, 1, -3.320, -0.017, 0.000, 0.000, -1.875, -7.060, 1.303, 3.531, -8.619, 0.000, -16.057, 20.00
1, 1, -3.328, -0.017, 0.000, 0.000, -1.876, -7.115, 0.983, 4.484, -8.619, 0.000, -15.488, 20.00
1, 1, -3.317, -0.016, 0.000, 0.000, -1.869, -7.101, 0.901, 6.937, -8.619, 0.000, -13.084, 20.00
1, 1, -3.364, -0.008, 0.000, 0.000, -1.896, -7.218, 0.840, 7.151, -8.981, 0.000, -13.476, 20.00
1, 1, -3.359, -0.008, 0.000, 0.000, -1.893, -7.214, 0.788, 7.295, -8.981, 0.000, -13.371, 20.00
1, 1, -3.353, -0.009, 0.000, 0.000, -1.889, -7.207, 0.744, 7.410, -8.981, 0.000, -13.284, 20.00
1, 0, -2.105, 0.119, 0.000, 0.000, -1.186, -4.529, 0.704, 5.707, -8.572, 9.863, -0.000, 19.34
1, 0, -1.194, 0.205, 0.000, 0.000, -0.672, -2.570, 0.667, 3.757, -8.239, 8.045, -0.000, 18.81
1, 0, -0.617, 0.253, 0.000, 0.000, -0.347, -1.328, 0.634, 3.615, -7.999, 5.788, -0.000, 18.42
1, 0, -0.242, 0.278, 0.000, 0.000, -0.136, -0.521, 0.604, 3.532, -7.821, 4.305, 0.000, 18.13
1, 0, -0.007, 0.301, 0.000, 0.000, -0.004, -0.016, 0.576, 3.472, -8.028, 3.707, -0.000, 17.89
1, 0, 0.183, 0.305, 0.000, 0.000, 0.103, 0.395, 0.551, 3.423, -7.906, 2.946, -0.000, 17.69
1, 0, 0.312, 0.304, 0.000, 0.000, 0.176, 0.674, 0.527, 3.382, -7.805, 2.431, 0.000, 17.53
1, 0, 0.401, 0.298, 0.000, 0.000, 0.226, 0.866, 0.505, 3.346, -7.719, 2.077, -0.000, 17.39
1, 1, -4.650, -0.118, 0.000, 0.000, -2.618, -10.053, 0.484, 3.392, -9.345, -39.163, -62.071, 20.00
1, 1, -4.388, -0.097, 0.000, 0.000, -2.471, -9.482, 0.526, 3.368, -9.345, 0.000, -21.889, 20.00
1, 1, -4.165, -0.091, 0.000, 0.000, -2.350, -8.935, 0.942, 3.346, -8.981, 0.000, -20.235, 20.00
1, 1, -3.920, -0.090, 0.000, 0.000, -2.227, -8.219, 2.243, 3.325, -8.619, 0.000, -17.507, 20.00
1, 1, -3.457, -0.102, 0.000, 0.000, -1.983, -6.277, 7.204, 3.305, -7.539, 0.000, -8.849, 20.00
1, 1, -3.268, -0.104, 0.000, 0.000, -1.879, -6.135, 6.059, 3.287, -6.827, 0.000, -8.865, 20.00
1, 1, -3.250, -0.098, 0.000, 0.000, -1.865, -6.447, 4.251, 3.271, -6.827, 0.000, -10.964, 20.00
1, 1, -3.089, -0.098, 0.000, 0.000, -1.777, -6.005, 4.882, 3.256, -6.473, 0.000, -9.304, 20.00
1, 1, -3.065, -0.094, 0.000, 0.000, -1.757, -6.061, 4.172, 3.533, -6.473, 0.000, -9.745, 20.00
1, 1, -3.187, -0.087, 0.000, 0.000, -1.807, -6.567, 2.444, 3.541, -6.827, 0.000, -12.491, 20.00
1, 1, -3.263, -0.082, 0.000, 0.000, -1.841, -6.843, 1.620, 3.542, -7.182, 0.000, -14.048, 20.00
1, 1, -3.310, -0.077, 0.000, 0.000, -1.865, -6.997, 1.282, 4.496, -7.539, 0.000, -14.010, 20.00
1, 1, -3.294, -0.076, 0.000, 0.000, -1.854, -6.977, 1.159, 6.948, -7.539, 0.000, -11.634, 20.00
1, 1, -3.331, -0.073, 0.000, 0.000, -1.875, -7.077, 1.067, 7.162, -7.898, 0.000, -12.025, 20.00
1, 1, -3.376, -0.070, 0.000, 0.000, -1.900, -7.191, 0.991, 7.306, -8.257, 0.000, -12.498, 20.00
1, 1, -3.370, -0.070, 0.000, 0.000, -1.895, -7.185, 0.925, 7.421, -8.257, 0.000, -12.433, 20.00
1, 0, -2.174, -0.011, 0.000, 0.000, -1.223, -4.645, 0.867, 5.717, -8.218, 9.686, -0.000, 19.35
1, 0, -1.260, 0.026, 0.000, 0.000, -0.708, -2.695, 0.815, 3.767, -7.889, 7.944, 0.000, 18.82
1, 0, -0.698, 0.052, 0.000, 0.000, -0.393, -1.497, 0.768, 3.625, -8.344, 6.486, -0.000, 18.39
1, 0, -0.290, 0.068, 0.000, 0.000, -0.163, -0.624, 0.725, 3.541, -8.839, 5.582, -0.000, 18.02
1, 0, 0.023, 0.077, 0.000, 0.000, 0.013, 0.050, 0.687, 3.481, -9.362, 5.031, -0.000, 17.68
1, 0, 0.276, 0.082, 0.000, 0.000, 0.156, 0.596, 0.651, 3.432, -9.903, 4.710, 0.000, 17.37
1, 0, 0.501, 0.081, 0.000, 0.000, 0.283, 1.085, 0.618, 3.391, -10.099, 4.141, 0.000, 17.09
1, 1, 0.305, 0.068, 0.000, 0.000, 0.172, 0.661, 0.588, 3.354, -10.785, 1.419, -4.217, 17.00
1, 1, -5.715, -0.106, 0.000, 0.000, -3.227, -12.422, 0.560, 3.400, -13.448, -45.000, -75.958, 20.00
1, 1, -5.437, -0.098, 0.000, 0.000, -3.074, -11.792, 0.779, 3.377, -13.448, 0.000, -29.693, 20.00
1, 1, -5.014, -0.098, 0.000, 0.000, -2.858, -10.622, 2.490, 3.354, -12.311, 0.000, -25.060, 20.00
1, 1, -4.300, -0.107, 0.000, 0.000, -2.460, -5.842, 17.312, 3.333, -10.446, 0.000, -2.510, 20.00
1, 0, -4.184, -0.116, 0.000, 0.000, -2.391, -4.745, 18.561, 3.313, -9.039, -1.399, 0.000, 20.09
1, 0, -4.238, -0.125, 0.000, 0.000, -2.402, -4.870, 19.696, 3.295, -8.090, -3.267, 0.000, 20.31
1, 0, -4.689, -0.141, 0.000, 0.000, -2.549, -5.545, 23.444, 3.278, -7.285, -6.515, 0.000, 20.75
1, 0, -4.872, -0.159, 0.000, 0.000, -2.755, -6.195, 21.709, 3.263, -7.089, -3.901, -0.000, 21.01
1, 0, -4.986, -0.167, 0.000, 0.000, -2.885, -6.115, 18.910, 3.540, -7.137, -1.161, 0.000, 21.08
1, 0, -4.826, -0.144, 0.000, 0.000, -2.826, -5.602, 14.398, 3.548, -7.719, 3.171, -0.000, 20.87
1, 0, -3.514, -0.045, 0.000, 0.000, -1.997, -6.326, 6.630, 3.549, -8.035, 9.738, 0.000, 20.22
1, 1, -3.289, -0.016, 0.000, 0.000, -1.856, -6.285, 4.816, 4.502, -8.619, 3.333, -7.414, 20.00
1, 1, -3.425, -0.007, 0.000, 0.000, -1.930, -6.695, 4.122, 6.955, -8.981, 0.000, -9.961, 20.00
1, 1, -3.522, 0.004, 0.000, 0.000, -1.984, -6.984, 3.705, 7.168, -9.345, 0.000, -10.957, 20.00
1, 1, -3.662, 0.016, 0.000, 0.000, -2.064, -7.363, 3.375, 7.312, -10.078, 0.000, -12.463, 20.00
1, 1, -3.750, 0.027, 0.000, 0.000, -2.114, -7.613, 3.098, 7.427, -10.446, 0.000, -13.373, 20.00
1, 0, -2.451, 0.098, 0.000, 0.000, -1.382, -5.017, 2.857, 5.723, -10.375, 10.546, 0.000, 19.30
1, 0, -1.470, 0.159, 0.000, 0.000, -0.829, -3.029, 2.645, 3.773, -10.363, 9.115, 0.000, 18.69
1, 0, -0.817, 0.206, 0.000, 0.000, -0.461, -1.694, 2.455, 3.630, -10.435, 7.114, -0.000, 18.21
1, 0, -0.364, 0.246, 0.000, 0.000, -0.205, -0.759, 2.286, 3.547, -10.562, 5.813, 0.000, 17.83
1, 0, -0.046, 0.284, 0.000, 0.000, -0.026, -0.097, 2.133, 3.486, -11.084, 5.351, 0.000, 17.47
1, 0, 0.224, 0.317, 0.000, 0.000, 0.126, 0.472, 1.994, 3.437, -11.261, 4.689, -0.000, 17.16
1, 1, 0.182, 0.335, 0.000, 0.000, 0.103, 0.385, 1.868, 3.396, -11.537, 2.372, -2.897, 17.00
1, 1, -0.158, 0.338, 0.000, 0.000, -0.089, -0.335, 1.754, 3.359, -11.915, 0.000, -7.046, 17.00
1, 1, -6.122, 0.053, 0.000, 0.000, -3.459, -13.042, 1.649, 3.405, -14.214, -45.000, -76.729, 20.00
1, 1, -5.807, 0.078, 0.000, 0.000, -3.286, -12.751, 1.797, 3.382, -14.214, 0.000, -30.802, 20.00
1, 1, -5.254, 0.079, 0.000, 0.000, -3.004, -10.347, 8.809, 3.359, -13.068, 0.000, -19.425, 20.00
1, 1, -4.798, 0.075, 0.000, 0.000, -2.744, -8.171, 13.632, 3.337, -11.561, 0.000, -10.229, 20.00
1, 1, -4.372, 0.069, 0.000, 0.000, -2.506, -6.277, 16.984, 3.318, -10.078, 0.000, -2.862, 20.00
